ID,Repeat,Init,Fin,Length (s),Song Name,Link,Comments,Singer,Language,Gender
GCWlGVt3lwk,0,0,0.4,40,Charli XCX - Boys Cover,youtube.com/watch?v=GCWlGVt3lwk,,JoyfulLuisa,English,Female
Attg0utkx44,0,0,0.36,36,Why Don't We - Cold In LA Cover,youtube.com/watch?v=Attg0utkx44,,JoyfulLuisa,English,Female
RF8lIXpXwk0,0,0,0.49,49,Khalid & Normani - Love Lies Cover,youtube.com/watch?v=RF8lIXpXwk0,,JoyfulLuisa,English,Female
cQhPoJcL5CI,0,0,0.44,44,"Ellie Goulding, Diplo, Swae Lee - Close To Me Cover",youtube.com/watch?v=cQhPoJcL5CI,,JoyfulLuisa,English,Female
RCKdWeOCuak,0,0,0.51,51,Ariana Grande - Let Me Love You ft. Lil Wayne Cover,youtube.com/watch?v=RCKdWeOCuak,,JoyfulLuisa,English,Female
xOE_ak-PrCY,0,0,0.57,57,Gabbie Hanna - Satellite Cover,youtube.com/watch?v=xOE_ak-PrCY,,JoyfulLuisa,English,Female
0eP5aFhBp1c,0,0,0.21,21,John Legend - We Need Love Cover,youtube.com/watch?v=0eP5aFhBp1c,,JoyfulLuisa,English,Female
ChtGdk8jcJw,0,0,0.21,21,CNCO - Mi Medicina Cover,youtube.com/watch?v=ChtGdk8jcJw,,JoyfulLuisa,Spanish,Female
JHV3EpU7KRU,0,0,0.59,59,Miley Cyrus - Malibu Cover,youtube.com/watch?v=JHV3EpU7KRU,,JoyfulLuisa,English,Female
TKRqUGWnxqM,0,0,0.48,48,Ariana Grande - 7 rings Cover,youtube.com/watch?v=TKRqUGWnxqM,,JoyfulLuisa,English,Female
5rcPe4Qxy4c,0,0,0.32,32,Pabllo Vittar - Disk Me Cover,youtube.com/watch?v=5rcPe4Qxy4c,,JoyfulLuisa,Portuguese,Female
S0D2z1JvkUc,0,0,1.23,83,Bebe Rexha - No Broken Hearts ft. Nicki Minaj Acapella Cover,youtube.com/watch?v=S0D2z1JvkUc,,JoyfulLuisa,English,Female
qKaEYmyR4wU,0,0,1.25,85,ZAYN - Dusk Till Dawn ft. Sia Acapella Cover,youtube.com/watch?v=qKaEYmyR4wU,,JoyfulLuisa,English,Female
hoqAN2GPWDQ,0,0,0.58,58,Ariana Grande - Moonlight Acapella Cover,youtube.com/watch?v=hoqAN2GPWDQ,,JoyfulLuisa,English,Female
c0as4s-QrI4,0,0,1.3,90,One Direction - Infinity Acapella Cover,youtube.com/watch?v=c0as4s-QrI4,,JoyfulLuisa,English,Female
KOmAWdaSKaY,0,0,0.56,56,Zayn - Fool For You Acapella Cover,youtube.com/watch?v=KOmAWdaSKaY,,JoyfulLuisa,English,Female
UwmGacPTTTY,0,0,1.15,75,Ariana Grande - Sometimes Acapella Cover,youtube.com/watch?v=UwmGacPTTTY,,JoyfulLuisa,English,Female
PUDr-7894O4,0,0,1.32,92,Rihanna - Sledgehammer Acapella Cover,youtube.com/watch?v=PUDr-7894O4,,JoyfulLuisa,English,Female
XSQB9gQsRmA,0,0,0.24,24,Ariana Grande - The Light Is Coming Cover,youtube.com/watch?v=XSQB9gQsRmA,,JoyfulLuisa,English,Female
c9iRMzZRCkE,0,0,0.45,45,Meghan Trainor - Better When I'm Dancin' Acapella Cover,youtube.com/watch?v=c9iRMzZRCkE,,JoyfulLuisa,English,Female
O0wqb6TIGN8,0,0,1.07,67,Christina Aguilera - Change Acapella Cover,youtube.com/watch?v=O0wqb6TIGN8,,JoyfulLuisa,English,Female
cPRn79UJeyY,0,0,1.18,78,Selena Gomez - Me & The Rhythm Acapella Cover,youtube.com/watch?v=cPRn79UJeyY,,JoyfulLuisa,English,Female
Y_fZunIF2-Y,0,0,1.03,63,Alicia Keys - In Common Acapella Cover,youtube.com/watch?v=Y_fZunIF2-Y,,JoyfulLuisa,English,Female
5XBjf_v72N4,0,0,0.41,41,Sorry (Beyoncé),youtube.com/watch?v=5XBjf_v72N4,,JoyfulLuisa,English,Female
yGXJwJxjAM8,0,0,0.57,57,Florida Georgia Line - H.O.L.Y. Acapella Cover,youtube.com/watch?v=yGXJwJxjAM8,,JoyfulLuisa,English,Female
BkwBOgzqWmY,0,0,1.13,73,Ariana Grande - Bad Decisions Acapella Cover,youtube.com/watch?v=BkwBOgzqWmY,,JoyfulLuisa,English,Female
GAxu1riLkCc,0,0,1.28,88,Sam Smith - Drowning Shadows Acapella Cover,youtube.com/watch?v=GAxu1riLkCc,,JoyfulLuisa,English,Female
zIwd58irFQc,0,0.47,1.27,40,“Pinot Grigio Girls” by Lady Gaga (covered by Regina Ippolito),youtube.com/watch?v=zIwd58irFQc,,Regina Ippolito,English,Female
Ns7YedQ2CRI,0,2.31,5.53,202,"“Till it Happens to You” Lady Gaga, cover by Regina Ippolito",youtube.com/watch?v=Ns7YedQ2CRI,,Regina Ippolito,English,Female
CUxgWCnCykk,0,0.03,1.06,63,"“Work Song” Hozier, cover by Regina Ippolito",youtube.com/watch?v=CUxgWCnCykk,,Regina Ippolito,English,Female
hvvhAu3Q_Tg,0,0.01,1.11,70,"“Honey” Kehlani, cover by Regina Ippolito",youtube.com/watch?v=hvvhAu3Q_Tg,,Regina Ippolito,English,Female
ZUYp8IqJTjA,0,0.02,0.48,46,"“Down” Marian Hill, Cover",youtube.com/watch?v=ZUYp8IqJTjA,,Regina Ippolito,English,Female
2So0lnpaJvk,0,0.01,2.22,141,"""When I Was Your Man"", Bruno Mars, Cover",youtube.com/watch?v=2So0lnpaJvk,,Regina Ippolito,English,Female
dsgpkO18Jx4,0,0.01,1.11,70,“Carry on my Wayward Son” Cover,youtube.com/watch?v=dsgpkO18Jx4,,Regina Ippolito,English,Female
JiN9tD8z2mk,0,0.01,1.56,115,“Part of Your World” Cover,youtube.com/watch?v=JiN9tD8z2mk,,Regina Ippolito,English,Female
FY0L-SvXMJM,0,0.01,2.26,145,“Imagine” and “Grown Up Christmas List” Covers,youtube.com/watch?v=FY0L-SvXMJM,,Regina Ippolito,English,Female
OPl-H4o279s,1,0.01,1.16,75,The Climb (Miley Cyrus),youtube.com/watch?v=OPl-H4o279s,,Regina Ippolito,English,Female
6IIDZenm3T8,0,0.02,2.41,159,Linger (The Cranberries),youtube.com/watch?v=6IIDZenm3T8,,Regina Ippolito,English,Female
1dP0UCqjCok,0,0.03,1.43,100,Radioactive (Imagine Dragons),youtube.com/watch?v=1dP0UCqjCok,,Regina Ippolito,English,Female
rinTXfo04TU,0,0.01,2.21,140,"""Love Song,"" Sara Bareilles (Cover)",youtube.com/watch?v=rinTXfo04TU,,Regina Ippolito,English,Female
Q0pgifLICD0,0,0.01,1.07,66,"Royals, Lorde (Cover)",youtube.com/watch?v=Q0pgifLICD0,,Regina Ippolito,English,Female
Fg6udfbY8tE,0,0.01,2.39,158,King Of Anything (Sara Bareilles),youtube.com/watch?v=Fg6udfbY8tE,,Regina Ippolito,English,Female
nMYglbhOKds,0,0.01,2.44,163,Angel Down (Lady Gaga),youtube.com/watch?v=nMYglbhOKds,,Regina Ippolito,English,Female
S7ETTrsYCUE,0,0.01,1.16,75,"Dreams, Fleetwood Mac (Cover)",youtube.com/watch?v=S7ETTrsYCUE,,Regina Ippolito,English,Female
JgP3mqvaoWo,0,0.01,2.52,171,When We Were Young (Adele),youtube.com/watch?v=JgP3mqvaoWo,,Regina Ippolito,English,Female
WNyhXWmHmDY,0,0.01,1.3,89,"Your Song, Elton John (Cover)",youtube.com/watch?v=WNyhXWmHmDY,,Regina Ippolito,English,Female
9lT5fbSeBIY,0,0.01,1.03,62,"You Got it, Roy Orbison (Acapella Cover)",youtube.com/watch?v=9lT5fbSeBIY,,Regina Ippolito,English,Female
9vABUS-HyN8,0,0.01,1.38,97,"Pure Imagination, Leslie Bricusse and Anthony Newley (Acapella Cover)",youtube.com/watch?v=9vABUS-HyN8,,Regina Ippolito,English,Female
mMdxBiWQqpQ,0,0.01,2.51,170,"Landslide, Stevie Nicks (Acapella Cover)",youtube.com/watch?v=mMdxBiWQqpQ,,Regina Ippolito,English,Female
zx1VqEeZ7qk,0,0,1.58,118,Joanne (Lady Gaga),youtube.com/watch?v=zx1VqEeZ7qk,,Regina Ippolito,English,Female
yqNnoyS7_SI,0,0,2,120,No One (Alicia Keys),youtube.com/watch?v=yqNnoyS7_SI,,Regina Ippolito,English,Female
mP44aAni55M,0,0,1.49,109,Let It Be (The Beatles),youtube.com/watch?v=mP44aAni55M,,Regina Ippolito,English,Female
6Qvb8wAqly8,0,0.01,1.36,95,"I Can't Make You Love Me, Bonnie Raitt (Acapella Cover)",youtube.com/watch?v=6Qvb8wAqly8,,Regina Ippolito,English,Female
hbjwpmBlmtk,0,0.01,2.17,136,Beautiful (Christina Aguilera),youtube.com/watch?v=hbjwpmBlmtk,,Regina Ippolito,English,Female
Ym7BVQZ8SZ0,0,0.01,2.29,148,"What's Up?, 4 Non Blondes ( Acapella)",youtube.com/watch?v=Ym7BVQZ8SZ0,,Regina Ippolito,English,Female
6hHIIby3T00,0,0,2.12,132,"Angel, Sarah McLachlan ( Acapella)",youtube.com/watch?v=6hHIIby3T00,,Regina Ippolito,English,Female
3gTQr_MRF3Y,0,0,2.05,125,"Let it Go, Idina Menzel (Acapella)",youtube.com/watch?v=3gTQr_MRF3Y,,Regina Ippolito,English,Female
sqVjxGWdRjA,0,0.01,2.44,163,Hallelujah (Leonard Cohen),youtube.com/watch?v=sqVjxGWdRjA,,Regina Ippolito,English,Female
sbGrsL4I0Ts,0,2.02,3.57,115,"River Deep, Mountain High, Ike and Tina Turner(Acapella)",youtube.com/watch?v=sbGrsL4I0Ts,,Regina Ippolito,English,Female
3rJw5x1BK3c,0,0.01,1.11,70,Blank Space (Taylor Swift),youtube.com/watch?v=3rJw5x1BK3c,,Regina Ippolito,English,Female
zSiZVZB9RSo,0,0,2.46,166,"Bobby McGee, Janis Joplin (Acapella)",youtube.com/watch?v=zSiZVZB9RSo,,Regina Ippolito,English,Female
n1_mChv0xIE,0,0.02,2.28,146,"What About Us, Pink (Acapella)",youtube.com/watch?v=n1_mChv0xIE,,Regina Ippolito,English,Female
dKzdw_F4jaE,0,0.01,1.5,109,"I'm with You, Avril Lavigne (Acapella Cover)",youtube.com/watch?v=dKzdw_F4jaE,,Regina Ippolito,English,Female
q3SEufshHZs,0,0,2.21,141,"Somebody to Love, Queen (Acapella Cover)",youtube.com/watch?v=q3SEufshHZs,,Regina Ippolito,English,Female
wGe3MOIdlQ8,0,0.01,2.45,164,"Armor, Sara Bareilles (Acapella Cover)",youtube.com/watch?v=wGe3MOIdlQ8,,Regina Ippolito,English,Female
KYnCWnxckIs,0,0,2.44,164,"Tiny Dancer, Elton John ( Acapella Cover)",youtube.com/watch?v=KYnCWnxckIs,,Regina Ippolito,English,Female
ebI-Lycg4nY,0,1.43,3.14,91,"Shepherd Me, Oh God. Marty Haugen ( Acapella Cover)",youtube.com/watch?v=ebI-Lycg4nY,,Regina Ippolito,English,Female
RoM4rbZdhOc,0,0,2.25,145,"Talking to the Moon, Bruno Mars (Acapella Cover)",youtube.com/watch?v=RoM4rbZdhOc,,Regina Ippolito,English,Female
Nw2gn7ZU3bw,0,0.36,4.4,244,"Once Upon Another Time, Sara Bareilles (Acapella Cover)",youtube.com/watch?v=Nw2gn7ZU3bw,,Regina Ippolito,English,Female
RmVMwl9XisM,0,0,2,120,"Call Me, Debbie Harry ( Acapella Cover)",youtube.com/watch?v=RmVMwl9XisM,,Regina Ippolito,English,Female
LKXLidvTqsM,0,0.01,2.24,143,"Rainbow, Kesha ( Acapella Cover)",youtube.com/watch?v=LKXLidvTqsM,,Regina Ippolito,English,Female
fxbyDTlQ1JE,0,0.01,2.33,152,"Dancing On My Own, Robyn ( Acapella Cover)",youtube.com/watch?v=fxbyDTlQ1JE,,Regina Ippolito,English,Female
z1ISAW9iA1c,0,0.02,2.53,171,"A Thousand Years, Christina Perri ( Acapella Cover)",youtube.com/watch?v=z1ISAW9iA1c,,Regina Ippolito,English,Female
ZI0pXLzYmUw,0,0,2.15,135,"Its Gonna Be Me, *NSYNC ( Acapella Cover)",youtube.com/watch?v=ZI0pXLzYmUw,,Regina Ippolito,English,Female
U86dcREylk8,0,0.01,2.53,172,"Lady Gaga, Bad Romance ( Rainbow Room, Acapella Cover)",youtube.com/watch?v=U86dcREylk8,,Regina Ippolito,English,Female
nuGTTguWauw,0,0.01,3.1,189,"Sara Bareilles, If I Dare ( Acapella Cover)",youtube.com/watch?v=nuGTTguWauw,,Regina Ippolito,English,Female
0z5JlhRG4Wo,0,0,3.32,212,"Believe, Cher ( Acapella Cover)",youtube.com/watch?v=0z5JlhRG4Wo,,Regina Ippolito,English,Female
le5tM3zdiIM,0,0.01,2.42,161,"Hand in My Pocket, Alanis Morissette ( Acapella Cover)",youtube.com/watch?v=le5tM3zdiIM,,Regina Ippolito,English,Female
H2XdSg6Ob0Q,0,0,3.04,184,"Time After Time, Cyndi Lauper ( Acapella Cover)",youtube.com/watch?v=H2XdSg6Ob0Q,,Regina Ippolito,English,Female
eMSHWloYhDM,0,0,2.37,157,"Say a Little Prayer, Aretha Franklin ( Acapella Cover)",youtube.com/watch?v=eMSHWloYhDM,,Regina Ippolito,English,Female
FRf_fpq81cM,0,0,2.44,164,"Into You, Ariana Grande (Acapella Cover)",youtube.com/watch?v=FRf_fpq81cM,,Regina Ippolito,English,Female
eC4KYMCFLU8,0,0.01,2.44,163,"Don't Speak, No Doubt (Acapella Cover)",youtube.com/watch?v=eC4KYMCFLU8,,Regina Ippolito,English,Female
Gx9neEo83cU,0,0.01,2.36,155,"Without You, Harry Nilsson",youtube.com/watch?v=Gx9neEo83cU,,Regina Ippolito,English,Female
UISBQhYbB8s,0,0.01,2.36,155,"True Colors, Cyndi Lauper(Acapella Cover)",youtube.com/watch?v=UISBQhYbB8s,,Regina Ippolito,English,Female
spKip_Th8rI,0,0,2.2,140,"Hands Clean, Alanis Morissette (Acapella Cover)",youtube.com/watch?v=spKip_Th8rI,,Regina Ippolito,English,Female
BhkbDDvx6E4,0,0.01,1.32,91,"Reflection, Mulan (Acapella Cover)",youtube.com/watch?v=BhkbDDvx6E4,,Regina Ippolito,English,Female
84BgncZTRec,0,0.01,3.02,181,"Never Really Over, Katy Perry (Acapella Cover)",youtube.com/watch?v=84BgncZTRec,,Regina Ippolito,English,Female
9aYEjVf983Q,0,0.01,2.4,159,"Torn , Natalie Imbruglia (Acapella Cover)",youtube.com/watch?v=9aYEjVf983Q,,Regina Ippolito,English,Female
KkHqJ7_zAHc,0,0,2.55,175,"Bohemian Rhapsody (Abridged) , Queen (Acapella Cover)",youtube.com/watch?v=KkHqJ7_zAHc,,Regina Ippolito,English,Female
mG63Nc4fbJM,0,0.01,1.58,117,"People Will Say We're in Love, Oklahoma (Acapella Cover)",youtube.com/watch?v=mG63Nc4fbJM,,Regina Ippolito,English,Female
pzbriq4bQRA,0,0.05,1.17,72,"Blue Skies, Irving Berlin ( Acapella Cover)",youtube.com/watch?v=pzbriq4bQRA,,Regina Ippolito,English,Female
snj-AO5cuUc,0,0.01,2.4,159,"Don't Stop Believin', Journey ( Acapella Cover)",youtube.com/watch?v=snj-AO5cuUc,,Regina Ippolito,English,Female
a6REw2aHP3U,0,0,1.52,112,"In Your Eyes, Peter Gabriel( Acapella Cover)",youtube.com/watch?v=a6REw2aHP3U,,Regina Ippolito,English,Female
q7MZerwIQ_4,0,0.01,3.39,218,"Breath of Heaven ( Mary's Song) , Amy Grant ( Acapella Cover)",youtube.com/watch?v=q7MZerwIQ_4,,Regina Ippolito,English,Female
pY0M0ooqYpw,0,0.01,2.24,143,"She's Always a Woman , Billy Joel ( Acapella Cover)",youtube.com/watch?v=pY0M0ooqYpw,,Regina Ippolito,English,Female
z3l02k7J7ZY,0,0.01,1.48,107,"Let's Hurt Tonight, One Republic ( Acapella Cover)",youtube.com/watch?v=z3l02k7J7ZY,,Regina Ippolito,English,Female
d_MeGo6X55o,0,0,2.47,167,"Standing Still, Jewel ( Acapella Cover)",youtube.com/watch?v=d_MeGo6X55o,,Regina Ippolito,English,Female
u-uHSFGXaDU,0,0.01,3.41,220,"Light, Next to Normal",youtube.com/watch?v=u-uHSFGXaDU,,Regina Ippolito,English,Female
_qirF1IBJEY,0,0,2.59,179,"Jolene- Dolly Parton, Acapella Cover",youtube.com/watch?v=_qirF1IBJEY,,Regina Ippolito,English,Female
2rjBmcJhV8A,0,0.01,2.38,157,"Touching the Ground, Brandi Carlile- Acapella Cover",youtube.com/watch?v=2rjBmcJhV8A,,Regina Ippolito,English,Female
ov3-9M4mzbk,0,0,2.43,163,"You're So Vain, Carly Simon- Acapella Cover",youtube.com/watch?v=ov3-9M4mzbk,,Regina Ippolito,English,Female
0tfwlJFUBuI,0,0,2.14,134,"Baby Don't Leave Me Alone With My Thoughts, Lake Street Dive, Acapella Cover",youtube.com/watch?v=0tfwlJFUBuI,,Regina Ippolito,English,Female
KeqtIK0WCLM,0,0.02,0.56,54,The Way You Make Me Feel (Michael Jackson),youtube.com/watch?v=KeqtIK0WCLM,,marcussmusic,English,Male
_goFUv5zggA,0,0.01,2.11,130,My All (Mariah Carey),youtube.com/watch?v=_goFUv5zggA,,marcussmusic,English,Male
O-jeJ9qvUcE,0,0.02,3.15,193,When I Was Your Man (Bruno Mars),youtube.com/watch?v=O-jeJ9qvUcE,,marcussmusic,English,Male
zGMaIYdO54E,0,1.27,3.14,107,CNCO - Quedate (Cover),youtube.com/watch?v=zGMaIYdO54E,,Emmanuel Lara,Spanish,Male
GHDPZgqMGsE,0,0.34,2.17,103,"Despacito (Luis Fonsi, Daddy Yankee)",youtube.com/watch?v=GHDPZgqMGsE,,Emmanuel Lara,Spanish,Male
qJjYrmkC9KQ,0,0.01,2.33,152,Toneladas (Shakira),youtube.com/watch?v=qJjYrmkC9KQ,,Emmanuel Lara,Spanish,Male
bZrOqLMEKB0,0,0.01,1.2,79,Duele El Corazón (Enrique Iglesias),youtube.com/watch?v=bZrOqLMEKB0,,Emmanuel Lara,Spanish,Male
J8moe-VH2gw,0,0.46,4.13,207,Cómo yo nadie te amado - cover! ❤,youtube.com/watch?v=J8moe-VH2gw,,Emmanuel Lara,Spanish,Male
1Xl6sJU5aus,0,0,2.02,122,"Mon Laferte - Mi buen amor ""Cover"" By: Emmanuel Lara",youtube.com/watch?v=1Xl6sJU5aus,,Emmanuel Lara,Spanish,Male
ue8kacAWmOQ,0,0,1.05,65,Karol G - A Ella ( Cover @_nessaoficial ),youtube.com/watch?v=ue8kacAWmOQ,,NESSA,Spanish,Female
psCHLctFblo,0,0.14,1.39,85,Sebastián Yatra - No Hay Nadie Más 💖HERMOSA CHICA CANTANDO 💖TIENES QUE VERLO,youtube.com/watch?v=psCHLctFblo,,HOT-DOGSY,Spanish,Female
OXaBBWKbF6g,0,0.13,1.37,84,"Mau y Ricky, Karol G - Mi Mala 🌹 HERMOSA CHICA CANTANDO💖ZHAMIRA ZAMBRANO",youtube.com/watch?v=OXaBBWKbF6g,,HOT-DOGSY,Spanish,Female
UaU4fbR2U0E,0,0.12,1.33,81,EL AMANTE-NICKY JAM 🌹HERMOSA CHICA CANTANDO💖TE ENAMORARA💖💖PAULA CENDEJAS,youtube.com/watch?v=UaU4fbR2U0E,,HOT-DOGSY,Spanish,Female
JcZfD06IciA,0,0.12,1.39,87,ME ENAMORE-SHAKIRA🌹 HERMOSA CHICA CANTANDO💖 PAULA CENDEJAS TE ENAMORARAS 💖,youtube.com/watch?v=JcZfD06IciA,,HOT-DOGSY,Spanish,Female
Tyrp2TkPax0,0,0.12,2.02,110,Karol G - Lo Sabe Dios 🌹 HERMOSA CHICA CANTANDO💖 Tienes que verlo!,youtube.com/watch?v=Tyrp2TkPax0,,HOT-DOGSY,Spanish,Female
Xg_vMNmgGQM,0,0.08,2.5,162,"Loco Enamorado -Abraham Mateo, Farruko HERMOSA CHICA CANTANDO! PAULA CENDEJAS!",youtube.com/watch?v=Xg_vMNmgGQM,,HOT-DOGSY,Spanish,Female
I9Lo1V-Ms04,0,0.29,2.25,116,Supiste Hacerme Mal (La Trakalosa) - GERMAINE,youtube.com/watch?v=I9Lo1V-Ms04,,GERMAINE,Spanish,Female
WdaHOAYtgQQ,0,0.02,1.59,117,If Only You Could See Me Now - Cover,youtube.com/watch?v=WdaHOAYtgQQ,,Marquita Brown,English,Female
WXrkrNBDPCc,0,0.03,1.18,75,Walking After Midnight Cover,youtube.com/watch?v=WXrkrNBDPCc,,Marquita Brown,English,Female
yBggnnGrmCk,0,0.03,1.05,62,Lola Blanc - Don't Say You Do Acapella Cover,youtube.com/watch?v=yBggnnGrmCk,,Marquita Brown,English,Female
vTZRmSFEmvk,0,0.02,1,58,Shreya Ghoshal singing without music,youtube.com/watch?v=vTZRmSFEmvk,,Ashish Kumar,Hindi,Male
5bJEm0nsLaQ,0,0.01,0.24,23,Shreya Ghoshal singing without music 🎶 | Deewani Mastani | Shreya Ghoshal Unplugged Series,youtube.com/watch?v=5bJEm0nsLaQ,,Shreya Ghoshal FC,Hindi,Female
hCf3RD737ao,0,0.01,0.49,48,Hume Tumse Pyaar Kitna without Music 🎶 | Shreya Ghoshal Unplugged Series! EP #39,youtube.com/watch?v=hCf3RD737ao,,Shreya Ghoshal FC,Hindi,Female
PU9rVDJUOJA,0,0.15,4.32,257,phoebe v o saturday morning singing practice - Arabic style,youtube.com/watch?v=PU9rVDJUOJA,,smokewing phoebe v o,Arabic,Female
WzP8U5ndWPo,0,0,0.14,14,"phoebe v o Singing Practice - Arabic style, Ya Nas Ana Mout",youtube.com/watch?v=WzP8U5ndWPo,,smokewing phoebe v o,Arabic,Female
AGY5bvMYldI,0,0.28,3.15,167,for Assaad & Neutrina Kristy Khorchid - .:*-Ya 'Oshaq El Nabi-*:.,youtube.com/watch?v=AGY5bvMYldI,,smokewing phoebe v o,Arabic,Female
gEMmBGJlGSk,0,0.33,2.58,145,sa2alouni ennas,youtube.com/watch?v=gEMmBGJlGSk,,smokewing phoebe v o,Arabic,Female
gt8hMngGeTc,0,0.01,1.04,63,Rasha rizk - Acapella - Hunter X Hunter القناص- Arabic Opening.,youtube.com/watch?v=gt8hMngGeTc,,Beujah OVNI,Arabic,Female
1GsdBAnvXZM,0,0.02,1.19,77,Ulan Istanbul - Yanarım (Elif Batman Acapella),youtube.com/watch?v=1GsdBAnvXZM,,Elif Batman,Turkish,Female
EChgxhjR80k,0,0.03,1.18,75,Miguel - Vixen (Elif Batman Acapella Cover),youtube.com/watch?v=EChgxhjR80k,,Elif Batman,English,Female
lY3fAAwPj-E,1,0.4,1.09,29,Elif Batman - Ben Seni Sevdugumi (Acappella),youtube.com/watch?v=lY3fAAwPj-E,,Elif Batman,Turkish,Female
F6qWpF6VtaQ,0,0.02,3.13,191,SOGNARE ACAPELLA - MILDRED,youtube.com/watch?v=F6qWpF6VtaQ,,Mildred Angie,Spanish,Female
vN6nXpDoWRc,0,0.01,1.03,62,Dejenme llorar -acapella |carla morrison| -mildred,youtube.com/watch?v=vN6nXpDoWRc,,Mildred Angie,Spanish,Female
5L1eQxVe8Kg,0,0,0.58,58,Me soltaste - Jesse y Joy (cover),youtube.com/watch?v=5L1eQxVe8Kg,,Micaela Picu,Spanish,Female
5iYzNTERh5I,0,0,0.56,56,A ella - Karol G (cover),youtube.com/watch?v=5iYzNTERh5I,,Micaela Picu,Spanish,Female
KoWPdAqz2fE,0,0,1.09,69,Un enorme dragon - Floricienta (cover),youtube.com/watch?v=KoWPdAqz2fE,,Micaela Picu,Spanish,Female
f7rm8yvipBE,0,0,0.49,49,La rompe corazones - Daddy Yankee ft. Ozuna (cover),youtube.com/watch?v=f7rm8yvipBE,,Micaela Picu,Spanish,Female
2fJFurkP36U,0,0.01,0.44,43,Culpables (Manuel Turizo),youtube.com/watch?v=2fJFurkP36U,,Micaela Picu,Spanish,Female
rssd6g8dPvQ,0,0,1.19,79,Una Lady Como Tu (Manuel Turizo),youtube.com/watch?v=rssd6g8dPvQ,,Micaela Picu,Spanish,Female
3VmqulpP7hA,0,0.37,2.48,131,Extraordinary - French woman sings traditional iranian song,youtube.com/watch?v=3VmqulpP7hA,,Ni Ir,Persian,Female
3mBm3ZAuJ-o,0,0.01,1.29,88,kaise hua || without music cover || cover by sandip,youtube.com/watch?v=3mBm3ZAuJ-o,,Sandip Subedi,Hindi,Male
QR7DvnPsB2U,0,0,1.29,89,"Kaise Hua | Without Music Unplugged Cover | Shahid K, Kiara A, Sandeep V | Sarthak's Originals |",youtube.com/watch?v=QR7DvnPsB2U,,Sarthak's Originals,Hindi,Male
zcqozPtNzJ0,0,0,1.31,91,Bekhayali | Kabir Singh | Shahid Kapoor and Kiara Advani | Without Music Cover | Sarthak's Originals,youtube.com/watch?v=zcqozPtNzJ0,,Sarthak's Originals,Hindi,Male
oMk8YEkHEpo,0,0.02,2.25,143,Ghar Se Nikalte Hi | Armaan Malik | Cover By Rohan (without music),youtube.com/watch?v=oMk8YEkHEpo,,RJ Covers,Hindi,Male
Z-OyoZAcax0,0,0.1,2.57,167,Jaan Nissar | Kedarnath | Arijit Singh | Cover By Rohan,youtube.com/watch?v=Z-OyoZAcax0,,RJ Covers,Hindi,Male
UhvmnYXbfSs,0,0,1.05,65,Kaise Hua | Kabir Singh | Short verse without music,youtube.com/watch?v=UhvmnYXbfSs,,RJ Covers,Hindi,Male
ul3-TXcIdCI,0,0,1.44,104,Tum Hi Aana | Marjaavaan | Short cover without music,youtube.com/watch?v=ul3-TXcIdCI,,RJ Covers,Hindi,Male
E3DWEJ5T2t4,0,0.01,2.25,144,Hawa Banke | Darshan Raval | Short Cover By Rohan ( Without Music),youtube.com/watch?v=E3DWEJ5T2t4,,RJ Covers,Hindi,Male
ADKkDtfx1LM,0,0.01,1.26,85,Tera Zikr | Darshan Raval | Short cover without music,youtube.com/watch?v=ADKkDtfx1LM,,RJ Covers,Hindi,Male
cV8VgXAkhWw,0,0.01,1.58,117,Mere Sohneya | Kabir Singh | Short Cover Try.,youtube.com/watch?v=cV8VgXAkhWw,,RJ Covers,Hindi,Male
WDtmjjBZB1I,0,0.01,2.11,130,"Kabir Singh: Tera Ban Jaunga ( Cover By Rohan ) | Shahid K, | Kiara A | RJ Covers",youtube.com/watch?v=WDtmjjBZB1I,,RJ Covers,Hindi,Male
WREqFYtrHh0,0,0.02,1.48,106,Tujhe Kitna Chahne Lage Hum | Kabir Singh | Cover By Rohan ( Without Music ),youtube.com/watch?v=WREqFYtrHh0,,RJ Covers,Hindi,Male
Ih_piRSgUcI,0,0.03,1.49,106,Mangal Bhavan Amangal - Ram Chopaai | Without music cover,youtube.com/watch?v=Ih_piRSgUcI,,RJ Covers,Hindi,Male
NS8-_cISKHk,0,0.07,2.38,151,kaise Hua ! Kabir Singh ! incredible original voice ! Hemant Handa (NEW Cover Song),youtube.com/watch?v=NS8-_cISKHk,,Hemant Super Star Handa,Hindi,Male
9u2wXJs4Mik,0,0.07,2.41,154,Kaise hua | kabir singh|ORIGINAL HEMANT HANDA |full unplugged cover song,youtube.com/watch?v=9u2wXJs4Mik,,Hemant Super Star Handa,Hindi,Male
Y4NrmkREau4,0,0.07,4.1,243,Tum ho- Rockstar- Hemant Handa (FULL Cover SONG ),youtube.com/watch?v=Y4NrmkREau4,,Hemant Super Star Handa,Hindi,Male
zMROAkncnJI,0,0.07,3.04,177,Tujhe Kitna Chahne Lage Hum!kabir Singh! Incredible original voice Hemant Handa cover song,youtube.com/watch?v=zMROAkncnJI,,Hemant Super Star Handa,Hindi,Male
VMdW8HCpzU4,0,0.07,3.16,189,Tera Ban Jaunga | Kabir Singh | Incredible Hemant Handa unplugged full (cover song),youtube.com/watch?v=VMdW8HCpzU4,Shaky camera,Hemant Super Star Handa,Hindi,Male
